url,city,state,street-address,zipcode,beds,baths,sqft,lotsize,price,property-type,time-on-realtor,hoa,price/sqft,garage,year,median_listing_home_price,median_sold_home_price,median_days_on_market,median_listing_home_price_persqft,school_district,broker
/realestateandhomes-detail/2652-Darwin-St_Hayward_CA_94545_M28242-96075,Hayward,CA,2652 Darwin St,94545,3,2,"1,281sqft","5,001sqft lot","$829,000 ",Single Family,1 Day,,$647 ,1 car,1956,"$850,000 ","$842,500 ",42,$661 ,Alameda,-
/realestateandhomes-detail/2401-Saint-Helena-Dr-Apt-1_Hayward_CA_94542_M24212-64907,Hayward,CA,2401 Saint Helena Dr Apt 1,94542,1,1,787sqft,5.01acre lot,"$499,000 ",Condo,2 Days,$488/mo,$634 ,1 car,1984,"$1,283,000 ","$1,290,000 ",55,$563 ,-,-
/realestateandhomes-detail/24247-Machado-Ct_Hayward_CA_94541_M29349-12765,Hayward,CA,24247 Machado Ct,94541,4,2.5,"2,062sqft","8,173sqft lot","$1,198,989 ",Single Family,2 Days,$58/mo,$581 ,2 cars,1984,,,,,Hayward (510) 784-2600,-
/realestateandhomes-detail/22226-Peralta-St_Hayward_CA_94541_M12362-82467,Hayward,CA,22226 Peralta St,94541,3,1,"1,370sqft","7,500sqft lot","$739,000 ",Single Family,2 Days,,$539 ,2 cars,1926,"$599,000 ","$604,500 ",35,$522 ,-,-
/realestateandhomes-detail/24410-Calaveras-Rd_Hayward_CA_94545_M15749-92619,Hayward,CA,24410 Calaveras Rd,94545,4,3,"2,249sqft","5,500sqft lot","$1,150,000 ",Single Family,2 Days,,$511 ,2 cars,1979,"$998,000 ","$922,500 ",38,$613 ,-,Berkshire Hathaway HomeServices Drysdale Properties
/realestateandhomes-detail/2509-Tahoe-Ave_Hayward_CA_94545_M28591-39731,Hayward,CA,2509 Tahoe Ave,94545,4,2,"1,672sqft","6,800sqft lot","$968,000 ",Single Family,2 Days,,$579 ,2 cars,1965,"$850,000 ","$842,500 ",42,$661 ,Hayward Unified,INTERO REAL ESTATE SERVICES
/realestateandhomes-detail/25824-Scripps-St_Hayward_CA_94545_M20518-10353,Hayward,CA,25824 Scripps St,94545,3,2,"1,359sqft","5,734sqft lot","$749,950 ",Single Family,2 Days,,$552 ,2 cars,1959,"$868,994 ","$945,000 ",36,$624 ,-,Fohl Realty & Investments
/realestateandhomes-detail/29358-Sandburg-Way_Hayward_CA_94544_M11323-71597,Hayward,CA,29358 Sandburg Way,94544,2,2,"1,512sqft",-,"$330,000 ",Mfd/Mobile,2 Days,,$218 ,,1977,"$842,000 ","$802,500 ",51,$629 ,-,-
/realestateandhomes-detail/30021-Mountain-View-Dr_Hayward_CA_94544_M11785-16280,Hayward,CA,30021 Mountain View Dr,94544,4,3,"2,734sqft","3,609sqft lot","$1,698,000 ",Single Family,3 Days,$141/mo,$621 ,2 cars,2018,"$841,900 ","$495,000 ",58,$562 ,Hayward Unified,-
/realestateandhomes-detail/29048-Mendez-Rd_Hayward_CA_94544_M92498-11847,Hayward,CA,29048 Mendez Rd,94544,2,2,"1,480sqft",-,"$298,000 ",Mfd/Mobile,3 Days,,$201 ,,1976,"$842,000 ","$802,500 ",51,$629 ,-,REALTY EXPERTS
/realestateandhomes-detail/29011-Newcastle-Ct_Hayward_CA_94544_M24393-00735,Hayward,CA,29011 Newcastle Ct,94544,2,2,"1,344sqft",-,"$280,000 ",Mfd/Mobile,3 Days,,$208 ,2 cars,1976,"$842,000 ","$802,500 ",51,$629 ,-,-
/realestateandhomes-detail/27753-LA-Porte-Ave_Hayward_CA_94545_M28042-84264,Hayward,CA,27753 LA Porte Ave,94545,3,2,"1,000sqft","5,000sqft lot","$838,000 ",Single Family,3 Days,,$838 ,1 car,1955,"$850,000 ","$842,500 ",42,$661 ,Hayward (510) 784-2600,-
/realestateandhomes-detail/3450-Saddle-Dr_Hayward_CA_94541_M29854-08117,Hayward,CA,3450 Saddle Dr,94541,3,2,"1,318sqft","6,120sqft lot","$850,000 ",Single Family,3 Days,,$645 ,,1962,,,,,Hayward (510) 784-2600,Intero Real Estate Services
/realestateandhomes-detail/362-Jerilynn-Ln_Hayward_CA_94541_M14421-39534,Hayward,CA,362 Jerilynn Ln,94541,3,2,"1,149sqft","5,100sqft lot","$875,000 ",Single Family,3 Days,,$762 ,,1951,"$796,944 ","$815,500 ",45,$553 ,-,-
/realestateandhomes-detail/21062-Gary-Dr-Apt-314_Hayward_CA_94546_M27039-01187,Hayward,CA,21062 Gary Dr Apt 314,94546,3,2,"1,218sqft","1,218sqft lot","$529,000 ",Condo,4 Days,$569/mo,$434 ,1 car,1980,"$599,000 ","$604,500 ",35,$522 ,-,-
/realestateandhomes-detail/26088-Kay-Ave-Apt-301_Hayward_CA_94545_M21358-82320,Hayward,CA,26088 Kay Ave Apt 301,94545,2,1,840sqft,1.74acre lot,"$475,000 ",Condo,4 Days,$420/mo,$565 ,,1985,"$868,994 ","$945,000 ",36,$624 ,-,-
/realestateandhomes-detail/655-Foster-Ct-Apt-1_Hayward_CA_94544_M25547-88779,Hayward,CA,655 Foster Ct Apt 1,94544,2,1.5,"1,125sqft",1.51acre lot,"$550,000 ",Townhome,4 Days,$611/mo,$489 ,,1981,"$849,900 ","$600,000 ",49,$584 ,-,Corcoran Global Living
/realestateandhomes-detail/1150-W-Winton-Ave-Spc-540_Hayward_CA_94545_M19320-86433,Hayward,CA,1150 W Winton Ave Spc 540,94545,3,2,"1,368sqft",-,"$249,000 ",Mfd/Mobile,5 Days,,$182 ,,1970,"$998,000 ","$922,500 ",38,$613 ,-,-
/realestateandhomes-detail/21851-Princeton-St_Hayward_CA_94541_M13412-23361,Hayward,CA,21851 Princeton St,94541,6,2,"2,095sqft","6,600sqft lot","$878,000 ",Multi-Family,6 Days,,$419 ,4 cars,1948,,,,,-,-
/realestateandhomes-detail/24349-Michelson-St_Hayward_CA_94545_M19230-56522,Hayward,CA,24349 Michelson St,94545,4,2.5,"1,723sqft","4,809sqft lot","$980,000 ",Single Family,7 Days,,$569 ,,1991,"$998,000 ","$922,500 ",38,$613 ,Hayward Unified,-
/realestateandhomes-detail/656-Foster-Ct-Apt-1_Hayward_CA_94544_M25368-26594,Hayward,CA,656 Foster Ct Apt 1,94544,3,1.5,"1,175sqft",1.51acre lot,"$558,000 ",Townhome,7 Days,$612/mo,$475 ,1 car,1981,"$849,900 ","$600,000 ",49,$584 ,-,-
/realestateandhomes-detail/2982-Arthur-Ct_Hayward_CA_94541_M10281-14912,Hayward,CA,2982 Arthur Ct,94541,4,4,"3,512sqft",1.11acre lot,"$1,850,000 ",Single Family,8 Days,,$527 ,2 cars,1977,,,,,Hayward (510) 784-2600,-
/realestateandhomes-detail/26937-Hayward-Blvd-Apt-105_Hayward_CA_94542_M14578-51240,Hayward,CA,26937 Hayward Blvd Apt 105,94542,2,2,"1,189sqft",1.21acre lot,"$450,000 ",Condo,8 Days,$481/mo,$378 ,2 cars,1982,"$1,283,000 ","$1,290,000 ",55,$563 ,-,-
/realestateandhomes-detail/31213-Tepic-Pl-45_Hayward_CA_94544_M29137-68454,Hayward,CA,31213 Tepic Pl Unit 45,94544,2,2.5,"1,435sqft",-,"$729,950 ",Townhome,8 Days,$425/mo,$509 ,2 cars,1981,"$867,000 ","$822,500 ",53,$647 ,-,-
/realestateandhomes-detail/1970-Barton-Way_Hayward_CA_94545_M16514-25067,Hayward,CA,1970 Barton Way,94545,4,2.5,"1,751sqft","3,500sqft lot","$1,029,800 ",Single Family,8 Days,,$588 ,2 cars,1992,"$998,000 ","$922,500 ",38,$613 ,Hayward Unified,Redfin
/realestateandhomes-detail/665-Dartmore-Ln-Apt-155_Hayward_CA_94544_M21462-01164,Hayward,CA,665 Dartmore Ln Apt 155,94544,2,2,906sqft,"6,725sqft lot","$549,950 ",Condo,8 Days,$470/mo,$607 ,,1988,"$841,900 ","$495,000 ",58,$562 ,Hayward (510) 784-2600,Legacy Real Estate & Assoc
/realestateandhomes-detail/29331-Providence-Way_Hayward_CA_94544_M13269-62976,Hayward,CA,29331 Providence Way Unit 29331,94544,2,2,"1,440sqft",-,"$235,000 ",Mfd/Mobile,8 Days,,$163 ,,1978,"$842,000 ","$802,500 ",51,$629 ,Hayward Unified,-
/realestateandhomes-detail/721-Garin-Ave_Hayward_CA_94544_M15380-47549,Hayward,CA,721 Garin Ave,94544,3,2,"1,430sqft","6,156sqft lot","$749,888 ",Single Family,8 Days,,$524 ,2 cars,1959,"$841,900 ","$495,000 ",58,$562 ,-,-
/realestateandhomes-detail/24633-Waterson-Ct_Hayward_CA_94544_M22910-57704,Hayward,CA,24633 Waterson Ct,94544,3,2,"1,393sqft","5,002sqft lot","$835,000 ",Single Family,8 Days,,$599 ,1 car,1950,"$748,475 ","$834,444 ",41,$692 ,-,-
/realestateandhomes-detail/658-River-Oak-Way-Apt-76_Hayward_CA_94544_M10195-95563,Hayward,CA,658 River Oak Way Apt 76,94544,1,1,531sqft,-,"$399,888 ",Condo,8 Days,$398/mo,$753 ,1 car,1985,"$841,900 ","$495,000 ",58,$562 ,-,-
/realestateandhomes-detail/25290-Ironwood-Ct_Hayward_CA_94545_M28367-55220,Hayward,CA,25290 Ironwood Ct,94545,3,2.5,"1,495sqft",-,"$799,000 ",Condo,9 Days,,$534 ,2 cars,1980,"$998,000 ","$922,500 ",38,$613 ,-,-
/realestateandhomes-detail/314-Toscana-Way_Hayward_CA_94545_M25576-27134,Hayward,CA,314 Toscana Way,94545,3,2.5,"1,998sqft","2,626sqft lot","$899,000 ",Single Family,9 Days,$160/mo,$450 ,2 cars,2009,"$998,000 ","$922,500 ",38,$613 ,-,-
/realestateandhomes-detail/22577-Cisneros-Dr_Hayward_CA_94541_M26904-84041,Hayward,CA,22577 Cisneros Dr,94541,4,2,"2,088sqft","7,825sqft lot","$1,145,000 ",Single Family,9 Days,$105/mo,$548 ,3 cars,2002,,,,,-,-
/realestateandhomes-detail/25742-Underwood-Ave_Hayward_CA_94544_M26216-43879,Hayward,CA,25742 Underwood Ave,94544,3,1,"1,059sqft","5,035sqft lot","$749,000 ",Single Family,9 Days,,$707 ,1 car,1952,"$849,900 ","$600,000 ",49,$584 ,-,Berkshire Hathaway HomeServices Drysdale Properties
/realestateandhomes-detail/22725-Lorand-Way_Hayward_CA_94541_M28366-05208,Hayward,CA,22725 Lorand Way,94541,6,3,"1,534sqft","6,300sqft lot","$950,000 ",Single Family,10 Days,,$619 ,,1948,"$675,000 ","$718,500 ",41,$548 ,-,-
/realestateandhomes-detail/1200-W-Winton-Ave-Spc-182_Hayward_CA_94545_M16592-50915,Hayward,CA,1200 W Winton Ave Spc 182,94545,2,2,880sqft,-,"$175,000 ",Mfd/Mobile,10 Days,,$199 ,,1986,"$998,000 ","$922,500 ",38,$613 ,-,-
/realestateandhomes-detail/3066-Chronicle-Ave_Hayward_CA_94542_M15089-42847,Hayward,CA,3066 Chronicle Ave,94542,4,3,"2,846sqft","6,056sqft lot","$1,500,000 ",Single Family,30 Days,,$527 ,2 cars,1991,"$1,283,000 ","$1,290,000 ",55,$563 ,-,-
/realestateandhomes-detail/24839-Diadon-Dr_Hayward_CA_94544_M22280-40995,Hayward,CA,24839 Diadon Dr,94544,4,2,"1,499sqft","5,580sqft lot","$975,000 ",Single Family,30 Days,,$650 ,,1950,"$748,475 ","$834,444 ",41,$692 ,Hayward Unified,-
/realestateandhomes-detail/109-Sunswept-Ct_Hayward_CA_94544_M99550-25284,Hayward,CA,109 Sunswept Ct,94544,3,3,"1,594sqft","7,939sqft lot","$889,500 ",Condo,30 Days,$422/mo,$558 ,,2019,"$796,944 ","$815,500 ",45,$553 ,-,-
/realestateandhomes-detail/1414-Alcazar-Ave_Hayward_CA_94544_M19388-70825,Hayward,CA,1414 Alcazar Ave,94544,2,2,"1,368sqft",-,"$229,000 ",Mfd/Mobile,31 Days,,$167 ,,1980,"$842,000 ","$802,500 ",51,$629 ,-,-
/realestateandhomes-detail/25930-Kay-Ave-Apt-301_Hayward_CA_94545_M22299-78824,Hayward,CA,25930 Kay Ave Apt 301,94545,2,1.5,"1,152sqft",2.08acre lot,"$539,500 ",Condo,31 Days,$517/mo,$468 ,1 car,1982,"$868,994 ","$945,000 ",36,$624 ,Hayward (510) 784-2600,CENTURY 21 Real Estate Alliance
/realestateandhomes-detail/1414-Alcazar-Ave-298_Hayward_CA_94544_M19519-38389,Hayward,CA,1414 Alcazar Ave Unit 298,94544,2,2,"1,368sqft",-,"$229,000 ",Mfd/Mobile,31 Days,,$167 ,,1972,"$842,000 ","$802,500 ",51,$629 ,Hayward Unified,Alliance Manufactured Homes
/realestateandhomes-detail/25369-Parklane-Dr_Hayward_CA_94544_M99236-66450,Hayward,CA,25369 Parklane Dr,94544,4,3.5,"2,041sqft","8,276sqft lot","$985,000 ",Condo,31 Days,$288/mo,$483 ,2 cars,2020,"$913,000 ","$880,000 ",42,$552 ,-,COMPASS
/realestateandhomes-detail/1315-A-St-Apt-204_Hayward_CA_94541_M11294-41010,Hayward,CA,1315 A St Apt 204,94541,2,1,944sqft,-,"$515,000 ",Condo,31 Days,$466/mo,$546 ,1 car,1984,"$675,000 ","$718,500 ",41,$548 ,Hayward Unified,-
/realestateandhomes-detail/22135-Sevilla-Rd-Apt-32_Hayward_CA_94541_M27153-41831,Hayward,CA,22135 Sevilla Rd Apt 32,94541,2,2,"1,163sqft",4.31acre lot,"$609,900 ",Condo,32 Days,$458/mo,$524 ,1 car,1982,"$599,000 ","$604,500 ",35,$522 ,-,LEGACY REAL ESTATE & ASSOC.
/realestateandhomes-detail/871-Folsom-Ave_Hayward_CA_94544_M10909-33919,Hayward,CA,871 Folsom Ave,94544,4,3,"2,111sqft","7,375sqft lot","$1,298,888 ",Single Family,32 Days,,$615 ,2 cars,1947,"$842,000 ","$802,500 ",51,$629 ,-,-
/realestateandhomes-detail/22566-Norwood-Dr_Hayward_CA_94541_M23391-49936,Hayward,CA,22566 Norwood Dr,94541,3,3,"1,759sqft","7,500sqft lot","$1,099,000 ",Single Family,32 Days,,$625 ,2 cars,1953,"$675,000 ","$718,500 ",41,$548 ,-,-
/realestateandhomes-detail/21911-21915-Meekland-Ave_Hayward_CA_94541_M95711-21334,Hayward,CA,21911-21915 Meekland Ave,94541,13,4,"2,450sqft",0.68acre lot,"$2,400,000 ",Multi-Family,33 Days,,$980 ,5 cars,1949,,,,,Alameda,-
/realestateandhomes-detail/390-Falgren-Ave_Hayward_CA_94541_M24394-24793,Hayward,CA,390 Falgren Ave,94541,3,2,"1,175sqft","5,044sqft lot","$850,000 ",Single Family,34 Days,,$723 ,2 cars,1957,,,,,Alameda,-
/realestateandhomes-detail/32896-Pulaski-Dr_Hayward_CA_94544_M29475-68664,Hayward,CA,32896 Pulaski Dr,94544,3,2,"1,527sqft","8,900sqft lot","$915,000 ",Single Family,15 Days,,$599 ,1 car,1951,"$867,000 ","$822,500 ",53,$647 ,-,COMPASS
/realestateandhomes-detail/67-Trestle-Dr_Hayward_CA_94544_M22098-92481,Hayward,CA,67 Trestle Dr,94544,2,2.5,"1,520sqft",-,"$726,200 ",Condo,35 Days,$200/mo,$478 ,1 car,1991,"$796,944 ","$815,500 ",45,$553 ,-,-
/realestateandhomes-detail/27587-Del-Norte-Ct_Hayward_CA_94545_M28132-65356,Hayward,CA,27587 Del Norte Ct,94545,2,1.5,988sqft,912sqft lot,"$575,000 ",Townhome,16 Days,$268/mo,$582 ,,1970,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/27495-Ponderosa-Ct_Hayward_CA_94545_M28872-87838,Hayward,CA,27495 Ponderosa Ct,94545,2,1.5,988sqft,912sqft lot,"$598,888 ",Townhome,36 Days,$268/mo,$606 ,,1970,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/2098-Depot-Rd_Hayward_CA_94545_M15797-25393,Hayward,CA,2098 Depot Rd,94545,3,2,"1,244sqft","5,040sqft lot","$968,000 ",Single Family,36 Days,,$778 ,2 cars,1961,"$998,000 ","$922,500 ",38,$613 ,Hayward Unified,COMPASS
/realestateandhomes-detail/27553-Orlando-Ave_Hayward_CA_94545_M26947-59659,Hayward,CA,27553 Orlando Ave,94545,3,2,"1,119sqft","5,400sqft lot","$799,900 ",Single Family,16 Days,,$715 ,,,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/1729-Osage-Ct_Hayward_CA_94545_M28960-70280,Hayward,CA,1729 Osage Ct,94545,4,3,"2,314sqft",0.28acre lot,"$929,000 ",Single Family,16 Days,,$401 ,2 cars,1965,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/739-Overhill-Dr_Hayward_CA_94544_M97792-84168,Hayward,CA,739 Overhill Dr,94544,5,3.5,"3,335sqft",2.39acre lot,"$1,599,950 ",Single Family,16 Days,,$480 ,2 cars,1967,"$841,900 ","$495,000 ",58,$562 ,-,Fohl Realty & Investments
/realestateandhomes-detail/29053-Stratford-Rd_Hayward_CA_94544_M10943-62386,Hayward,CA,29053 Stratford Rd,94544,4,2.5,"1,792sqft","4,375sqft lot","$1,199,000 ",Single Family,16 Days,,$669 ,2 cars,1994,"$842,000 ","$802,500 ",51,$629 ,Hayward (510) 784-2600,COMPASS
/realestateandhomes-detail/18448-Standish-Ave_Hayward_CA_94541_M15618-06619,Hayward,CA,18448 Standish Ave,94541,2,1,866sqft,0.43acre lot,"$627,000 ",Single Family,37 Days,,$724 ,,1920,,,,,-,-
/realestateandhomes-detail/28002-Hesse-Dr_Hayward_CA_94545_M28748-28693,Hayward,CA,28002 Hesse Dr,94545,3,2,"1,320sqft","5,500sqft lot","$799,000 ",Single Family,16 Days,,$605 ,,1963,"$850,000 ","$842,500 ",42,$661 ,-,Corcoran Global Living
/realestateandhomes-detail/478-Schafer-Rd_Hayward_CA_94544_M25116-34817,Hayward,CA,478 Schafer Rd,94544,11,-,"4,128sqft",0.42acre lot,"$1,998,000 ",Multi-Family,39 Days,,$484 ,,1962,"$849,900 ","$600,000 ",49,$584 ,Hayward Unified,-
/realestateandhomes-detail/30674-Prestwick-Ave_Hayward_CA_94544_M28852-60008,Hayward,CA,30674 Prestwick Ave,94544,3,2,"1,419sqft","6,600sqft lot","$995,000 ",Single Family,18 Days,,$701 ,2 cars,1955,"$867,000 ","$822,500 ",53,$647 ,-,-
/realestateandhomes-detail/22631-Myrtle-Cir_Hayward_CA_94541_M10532-83331,Hayward,CA,22631 Myrtle Cir,94541,4,2.5,"1,607sqft","1,858sqft lot","$975,000 ",Single Family,18 Days,$120/mo,$607 ,2 cars,2016,,,,,-,-
/realestateandhomes-detail/4164-Oak-Pointe-Ct_Hayward_CA_94542_M10110-47111,Hayward,CA,4164 Oak Pointe Ct,94542,3,3.5,"2,414sqft",1.01acre lot,"$1,899,950 ",Single Family,18 Days,$50/mo,$787 ,9 cars,1986,"$1,283,000 ","$1,290,000 ",55,$563 ,-,Fohl Realty & Investments
/realestateandhomes-detail/26801-Calaroga-Ave_Hayward_CA_94545_M27201-00500,Hayward,CA,26801 Calaroga Ave,94545,3,2,"1,119sqft","5,777sqft lot","$788,900 ",Single Family,41 Days,,$705 ,2 cars,1956,"$868,994 ","$945,000 ",36,$624 ,-,-
/realestateandhomes-detail/21725-Westfield-Ave_Hayward_CA_94541_M11860-47977,Hayward,CA,21725 Westfield Ave,94541,3,1,"1,526sqft","5,001sqft lot","$729,900 ",Single Family,42 Days,,$478 ,1 car,1942,"$599,000 ","$604,500 ",35,$522 ,Alameda,-
/realestateandhomes-detail/24995-Kay-Ave_Hayward_CA_94545_M21422-17530,Hayward,CA,24995 Kay Ave,94545,3,2,"1,040sqft","5,600sqft lot","$788,900 ",Single Family,41 Days,,$759 ,2 cars,1959,"$868,994 ","$945,000 ",36,$624 ,-,-
/realestateandhomes-detail/2427-Oliver-Dr_Hayward_CA_94545_M27895-64216,Hayward,CA,2427 Oliver Dr,94545,4,2.5,"1,656sqft","1,200sqft lot","$725,000 ",Townhome,19 Days,$268/mo,$438 ,,1970,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/21109-Gary-Dr-Apt-122_Hayward_CA_94546_M27455-27245,Hayward,CA,21109 Gary Dr Apt 122,94546,2,1.5,"1,063sqft","9,068acre lot","$570,000 ",Condo,42 Days,$546/mo,$536 ,,1981,"$599,000 ","$604,500 ",35,$522 ,-,-
/realestateandhomes-detail/25022-Panitz-St_Hayward_CA_94541_M11008-20766,Hayward,CA,25022 Panitz St,94541,3,2,"1,075sqft","5,115sqft lot","$845,000 ",Single Family,43 Days,,$786 ,,1954,,,,,-,-
/realestateandhomes-detail/29373-Nantucket-Way_Hayward_CA_94544_M92579-30323,Hayward,CA,29373 Nantucket Way,94544,3,2,"1,560sqft",-,"$275,000 ",Mfd/Mobile,43 Days,,$176 ,,1978,"$842,000 ","$802,500 ",51,$629 ,Hayward (510) 784-2600,CENTURY 21 Real Estate Alliance
/realestateandhomes-detail/740-City-Walk-Pl-Apt-2_Hayward_CA_94541_M12978-74021,Hayward,CA,740 City Walk Pl Apt 2,94541,3,2.5,"1,361sqft",3.44acre lot,"$735,000 ",Condo,42 Days,$300/mo,$540 ,2 cars,2001,"$745,000 ","$800,000 ",38,$533 ,Hayward Unified,-
/realestateandhomes-detail/25177-Meredith-Ct_Hayward_CA_94545_M21537-69972,Hayward,CA,25177 Meredith Ct,94545,3,2,"1,503sqft","5,544sqft lot","$989,000 ",Single Family,43 Days,,$658 ,2 cars,1959,"$868,994 ","$945,000 ",36,$624 ,Hayward (510) 784-2600,-
/realestateandhomes-detail/25122-Angelina-Ln-18_Hayward_CA_94544_M10757-93490,Hayward,CA,25122 Angelina Ln Unit 18,94544,2,2.5,"1,274sqft",1.5acre lot,"$699,000 ",Condo,43 Days,$429/mo,$549 ,2 cars,2002,"$913,000 ","$880,000 ",42,$552 ,-,-
/realestateandhomes-detail/22132-Cynthia-Ct_Hayward_CA_94541_M28694-73769,Hayward,CA,22132 Cynthia Ct,94541,4,3,"2,496sqft","7,200sqft lot","$1,399,900 ",Single Family,43 Days,,$561 ,2 cars,1989,,,,,-,-
/realestateandhomes-detail/2524-Jacobs-St_Hayward_CA_94541_M28155-12685,Hayward,CA,2524 Jacobs St,94541,3,2,"1,192sqft","6,100sqft lot","$849,000 ",Single Family,44 Days,,$712 ,2 cars,1953,,,,,-,COMPASS
/realestateandhomes-detail/29245-Albatross-Rd_Hayward_CA_94545_M29355-77987,Hayward,CA,29245 Albatross Rd,94545,5,4.5,"4,252sqft","8,500sqft lot","$2,320,000 ",Single Family,44 Days,$42/mo,$546 ,2 cars,2005,,,,,Hayward (510) 784-2600,COMPASS
/realestateandhomes-detail/27713-Melbourne-Ave_Hayward_CA_94545_M27493-16998,Hayward,CA,27713 Melbourne Ave,94545,3,2,"1,000sqft","5,500sqft lot","$925,000 ",Single Family,45 Days,,$925 ,1 car,1955,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/81-Ranchero-Way-155_Hayward_CA_94544_M24655-03460,Hayward,CA,81 Ranchero Way Unit 155,94544,2,2,"1,040sqft",-,"$239,000 ",Mfd/Mobile,45 Days,,$230 ,2 cars,1977,"$842,000 ","$802,500 ",51,$629 ,-,Advantage Realty
/realestateandhomes-detail/23840-Clayton-St_Hayward_CA_94541_M10780-14009,Hayward,CA,23840 Clayton St,94541,4,2,"1,502sqft","6,039sqft lot","$899,888 ",Single Family,45 Days,,$599 ,2 cars,1959,,,,,-,-
/realestateandhomes-detail/23034-Lakeridge-Ave_Hayward_CA_94541_M28691-01110,Hayward,CA,23034 Lakeridge Ave,94541,4,2.5,"2,231sqft","9,807sqft lot","$1,195,000 ",Single Family,46 Days,,$536 ,3 cars,2000,,,,,-,Coldwell Banker Realty
/realestateandhomes-detail/1956-Depot-Rd_Hayward_CA_94545_M15689-18270,Hayward,CA,1956 Depot Rd,94545,3,2,"1,199sqft","5,130sqft lot","$880,000 ",Single Family,46 Days,,$734 ,2 cars,1960,"$998,000 ","$922,500 ",38,$613 ,Hayward Unified,-
/realestateandhomes-detail/588-Paradise-Blvd_Hayward_CA_94541_M25352-72797,Hayward,CA,588 Paradise Blvd,94541,3,2,"1,146sqft","6,050sqft lot","$770,000 ",Single Family,47 Days,,$672 ,,1942,"$699,888 ",,,$612 ,-,-
/realestateandhomes-detail/2791-Breaker-Ciccle_Hayward_CA_94545_M92763-02156,Hayward,CA,2791 Breaker Ciccle,94545,4,3.5,"3,489sqft","8,000sqft lot","$1,829,888 ",Single Family,48 Days,$42/mo,$524 ,3 cars,2005,,,,,-,-
/realestateandhomes-detail/2371-Arf-Ave_Hayward_CA_94545_M28464-32045,Hayward,CA,2371 Arf Ave,94545,4,2.5,"1,474sqft","1,100sqft lot","$699,000 ",Townhome,50 Days,$268/mo,$474 ,,1970,"$850,000 ","$842,500 ",42,$661 ,-,-
/realestateandhomes-detail/803-Climbing-Rose-Ct_Hayward_CA_94544_M29086-78489,Hayward,CA,803 Climbing Rose Ct,94544,4,2,"1,312sqft","1,242sqft lot","$640,000 ",Townhome,51 Days,$490/mo,$488 ,,1980,"$842,000 ","$802,500 ",51,$629 ,-,-
/realestateandhomes-detail/1430-Almeria-Dr_Hayward_CA_94544_M90257-32754,Hayward,CA,1430 Almeria Dr,94544,3,2,"1,632sqft",-,"$398,700 ",Mfd/Mobile,51 Days,,$244 ,,2018,"$842,000 ","$802,500 ",51,$629 ,Hayward (510) 784-2600,-
/realestateandhomes-detail/21092-Locust-St_Hayward_CA_94541_M25922-52423,Hayward,CA,21092 Locust St,94541,-,-,"2,008sqft","5,800sqft lot","$899,000 ",Multi-Family,51 Days,,$448 ,4 cars,1895,,,,,-,-
/realestateandhomes-detail/Industrial-Pkwy_Hayward_CA_94544_M99384-35089,Hayward,CA,Industrial Pkwy,94544,4,3.5,"1,892sqft",-,"$995,458 ",Condo,51 Days,$398/mo,$526 ,2 cars,2022,,,,,-,-
/realestateandhomes-detail/2473-Lancaster-Ct_Hayward_CA_94542_M29855-19914,Hayward,CA,2473 Lancaster Ct,94542,5,3,"2,452sqft",0.25acre lot,"$1,595,000 ",Single Family,52 Days,$31/mo,$650 ,2 cars,1958,"$1,283,000 ","$1,290,000 ",55,$563 ,-,-
/realestateandhomes-detail/25850-Kay-Ave-Apt-334_Hayward_CA_94545_M21752-72421,Hayward,CA,25850 Kay Ave Apt 334,94545,1,1,748sqft,3.29acre lot,"$310,000 ",Condo,52 Days,$517/mo,$414 ,1 car,1989,"$868,994 ","$945,000 ",36,$624 ,-,-
/realestateandhomes-detail/3244-Guillermo-Pl_Hayward_CA_94542_M14675-03119,Hayward,CA,3244 Guillermo Pl,94542,2,2.5,"1,659sqft",2.53acre lot,"$799,000 ",Townhome,52 Days,$365/mo,$482 ,2 cars,1983,"$1,283,000 ","$1,290,000 ",55,$563 ,-,-
/realestateandhomes-detail/143-Fagundes-St_Hayward_CA_94544_M21762-78601,Hayward,CA,143 Fagundes St,94544,8,5,"3,638sqft","6,050sqft lot","$1,295,000 ",Single Family,52 Days,,$356 ,1 car,1949,"$748,475 ","$834,444 ",41,$692 ,-,-
/realestateandhomes-detail/15-Sonas-Pl_Hayward_CA_94542_M14781-58487,Hayward,CA,15 Sonas Pl,94542,4,4.5,"4,142sqft","7,842sqft lot","$2,800,000 ",Single Family,52 Days,$190/mo,$676 ,3 cars,2015,"$2,398,499 ",,,$571 ,Hayward (510) 784-2600,COMPASS
/realestateandhomes-detail/695-Delve-Ct_Hayward_CA_94544_M90512-16801,Hayward,CA,695 Delve Ct,94544,2,2,"1,501sqft",-,"$807,115 ",Condo/Townhome/Coop,54 Days,,$538 ,1 car,,"$841,900 ","$495,000 ",58,$562 ,-,-
